vehicle_id,customer_id,make,model,manufacture_year,registration_number,vehicle_value
V000401,C005761,Mahindra,Bolero,2014,REG-V-000401,688000.0
V000402,C009924,Honda,Civic,2015,REG-V-000402,701000.0
V000403,C003430,Maruti Suzuki,Brezza,2016,REG-V-000403,317000.0
V000404,C004159,Tata,Harrier,2015,REG-V-000404,647000.0
V000405,C002130,Maruti Suzuki,Swift,2023,REG-V-000405,834000.0
V000406,C004333,Kia,Carens,2016,REG-V-000406,859000.0
V000407,C000645,Mahindra,Scorpio,2015,REG-V-000407,1026000.0
V000408,C000008,Tata,Punch,2018,REG-V-000408,373000.0
V000409,C004553,Toyota,Fortuner,2019,REG-V-000409,1753000.0
V000410,C007525,Mahindra,XUV300,2017,REG-V-000410,1106000.0
V000411,C004406,Maruti Suzuki,Baleno,2014,REG-V-000411,221000.0
V000412,C005213,Honda,Amaze,2020,REG-V-000412,1146000.0
V000413,C004472,Kia,Seltos,2021,REG-V-000413,1370000.0
V000414,C005311,Maruti Suzuki,Dzire,2016,REG-V-000414,312000.0
V000415,C007827,Kia,Sonet,2013,REG-V-000415,370000.0
V000416,C008096,Honda,City,2022,REG-V-000416,839000.0
V000417,C008418,Kia,Carens,2019,REG-V-000417,687000.0
V000418,C002137,Kia,Sonet,2022,REG-V-000418,1372000.0
V000419,C004604,Maruti Suzuki,Brezza,2014,REG-V-000419,257000.0
V000420,C008356,Mahindra,XUV300,2020,REG-V-000420,1446000.0
V000421,C009437,Tata,Altroz,2021,REG-V-000421,1155000.0
V000422,C005467,Honda,Amaze,2016,REG-V-000422,839000.0
V000423,C004969,Kia,Seltos,2022,REG-V-000423,905000.0
V000424,C007712,Maruti Suzuki,Baleno,2024,REG-V-000424,867000.0
V000425,C009922,Honda,Amaze,2018,REG-V-000425,642000.0
V000426,C004288,Volkswagen,Polo,2015,REG-V-000426,417000.0
V000427,C001648,Volkswagen,Virtus,2025,REG-V-000427,1015000.0
V000428,C008379,Toyota,Glanza,2013,REG-V-000428,775000.0
V000429,C007153,Tata,Punch,2019,REG-V-000429,756000.0
V000430,C001441,Toyota,Glanza,2014,REG-V-000430,432000.0
V000431,C003215,Volkswagen,Virtus,2023,REG-V-000431,1241000.0
V000432,C005572,Kia,Carens,2020,REG-V-000432,1441000.0
V000433,C007375,Mahindra,XUV300,2023,REG-V-000433,2101000.0
V000434,C007880,Tata,Nexon,2019,REG-V-000434,754000.0
V000435,C001551,Kia,Carens,2023,REG-V-000435,1708000.0
V000436,C002186,Honda,City,2014,REG-V-000436,463000.0
V000437,C007508,Honda,City,2014,REG-V-000437,410000.0
V000438,C001155,Mahindra,Scorpio,2017,REG-V-000438,1305000.0
V000439,C005029,Honda,City,2019,REG-V-000439,909000.0
V000440,C005501,Maruti Suzuki,Brezza,2018,REG-V-000440,298000.0
V000441,C003386,Kia,Seltos,2022,REG-V-000441,966000.0
V000442,C008027,Hyundai,i10,2023,REG-V-000442,814000.0
V000443,C000573,Mahindra,Scorpio,2022,REG-V-000443,2111000.0
V000444,C007847,Tata,Nexon,2022,REG-V-000444,864000.0
V000445,C006503,Volkswagen,Taigun,2019,REG-V-000445,614000.0
V000446,C005110,Tata,Punch,2018,REG-V-000446,715000.0
V000447,C008775,Kia,Sonet,2017,REG-V-000447,924000.0
V000448,C002030,Honda,City,2024,REG-V-000448,1597000.0
V000449,C008069,Volkswagen,Virtus,2021,REG-V-000449,1116000.0
V000450,C001887,Mahindra,XUV700,2017,REG-V-000450,1163000.0
V000451,C009907,Honda,City,2013,REG-V-000451,414000.0
V000452,C000339,Volkswagen,Polo,2015,REG-V-000452,485000.0
V000453,C005572,Kia,Carens,2021,REG-V-000453,1227000.0
V000454,C001678,Tata,Altroz,2016,REG-V-000454,624000.0
V000455,C004095,Toyota,Fortuner,2021,REG-V-000455,1456000.0
V000456,C001468,Volkswagen,Taigun,2016,REG-V-000456,512000.0
V000457,C001944,Mahindra,Scorpio,2023,REG-V-000457,1086000.0
V000458,C000632,Kia,Seltos,2025,REG-V-000458,867000.0
V000459,C000079,Honda,Civic,2013,REG-V-000459,632000.0
V000460,C007248,Mahindra,Scorpio,2019,REG-V-000460,1349000.0
V000461,C004554,Maruti Suzuki,Swift,2020,REG-V-000461,645000.0
V000462,C000470,Honda,Civic,2013,REG-V-000462,589000.0
V000463,C009414,Honda,City,2019,REG-V-000463,952000.0
V000464,C006704,Tata,Altroz,2013,REG-V-000464,472000.0
V000465,C002656,Kia,Carens,2020,REG-V-000465,823000.0
V000466,C004418,Maruti Suzuki,Brezza,2012,REG-V-000466,284000.0
V000467,C004930,Tata,Altroz,2013,REG-V-000467,365000.0
V000468,C005749,Volkswagen,Taigun,2014,REG-V-000468,327000.0
V000469,C008618,Toyota,Innova,2022,REG-V-000469,2763000.0
V000470,C005944,Toyota,Glanza,2015,REG-V-000470,1276000.0
V000471,C009788,Hyundai,Venue,2019,REG-V-000471,908000.0
V000472,C007324,Kia,Seltos,2024,REG-V-000472,1265000.0
V000473,C009888,Hyundai,Creta,2022,REG-V-000473,706000.0
V000474,C005546,Hyundai,i20,2020,REG-V-000474,1049000.0
V000475,C006827,Toyota,Fortuner,2021,REG-V-000475,1327000.0
V000476,C007442,Honda,Amaze,2021,REG-V-000476,805000.0
V000477,C007614,Volkswagen,Polo,2023,REG-V-000477,1604000.0
V000478,C000260,Maruti Suzuki,Brezza,2017,REG-V-000478,537000.0
V000479,C001275,Volkswagen,Virtus,2012,REG-V-000479,662000.0
V000480,C002298,Mahindra,Bolero,2024,REG-V-000480,1076000.0
V000481,C002717,Mahindra,XUV700,2020,REG-V-000481,1170000.0
V000482,C009101,Hyundai,Venue,2014,REG-V-000482,450000.0
V000483,C007282,Kia,Sonet,2021,REG-V-000483,1422000.0
V000484,C001425,Volkswagen,Virtus,2022,REG-V-000484,1347000.0
V000485,C004290,Kia,Seltos,2012,REG-V-000485,512000.0
V000486,C002449,Maruti Suzuki,Brezza,2024,REG-V-000486,495000.0
V000487,C008345,Kia,Sonet,2016,REG-V-000487,592000.0
V000488,C009216,Kia,Sonet,2025,REG-V-000488,1999000.0
V000489,C001639,Toyota,Innova,2013,REG-V-000489,552000.0
V000490,C004187,Toyota,Fortuner,2018,REG-V-000490,1979000.0
V000491,C009536,Volkswagen,Polo,2023,REG-V-000491,1748000.0
V000492,C006608,Volkswagen,Taigun,2021,REG-V-000492,962000.0
V000493,C008727,Honda,City,2020,REG-V-000493,723000.0
V000494,C003581,Honda,Amaze,2012,REG-V-000494,337000.0
V000495,C002103,Tata,Altroz,2020,REG-V-000495,644000.0
V000496,C006947,Maruti Suzuki,Dzire,2021,REG-V-000496,439000.0
V000497,C001378,Hyundai,Creta,2012,REG-V-000497,280000.0
V000498,C008438,Maruti Suzuki,Dzire,2015,REG-V-000498,227000.0
V000499,C007616,Honda,Amaze,2022,REG-V-000499,940000.0
V000500,C003037,Hyundai,i20,2022,REG-V-000500,1005000.0
V000501,C005037,Volkswagen,Virtus,2024,REG-V-000501,1642000.0
V000502,C008056,Volkswagen,Polo,2020,REG-V-000502,954000.0
V000503,C009382,Mahindra,XUV700,2017,REG-V-000503,978000.0
V000504,C003525,Honda,Civic,2025,REG-V-000504,1750000.0
V000505,C007962,Hyundai,i20,2014,REG-V-000505,483000.0
V000506,C001954,Volkswagen,Virtus,2021,REG-V-000506,1439000.0
V000507,C009087,Maruti Suzuki,Baleno,2013,REG-V-000507,358000.0
V000508,C006901,Honda,Civic,2013,REG-V-000508,563000.0
V000509,C001516,Mahindra,XUV300,2015,REG-V-000509,520000.0
V000510,C007461,Volkswagen,Virtus,2021,REG-V-000510,727000.0
V000511,C007298,Hyundai,i10,2012,REG-V-000511,442000.0
V000512,C007486,Honda,Amaze,2023,REG-V-000512,1174000.0
V000513,C003446,Toyota,Fortuner,2013,REG-V-000513,967000.0
V000514,C007461,Honda,City,2022,REG-V-000514,1330000.0
V000515,C008317,Maruti Suzuki,Swift,2014,REG-V-000515,266000.0
V000516,C003468,Tata,Tiago,2013,REG-V-000516,526000.0
V000517,C002090,Volkswagen,Virtus,2020,REG-V-000517,1111000.0
V000518,C008939,Maruti Suzuki,Ertiga,2016,REG-V-000518,421000.0
V000519,C006252,Mahindra,XUV700,2023,REG-V-000519,889000.0
V000520,C004634,Maruti Suzuki,Ertiga,2018,REG-V-000520,531000.0
V000521,C008852,Kia,Sonet,2022,REG-V-000521,1302000.0
V000522,C001365,Maruti Suzuki,Swift,2018,REG-V-000522,548000.0
V000523,C008155,Toyota,Innova,2015,REG-V-000523,1123000.0
V000524,C004947,Mahindra,XUV300,2020,REG-V-000524,1119000.0
V000525,C000444,Honda,City,2020,REG-V-000525,1169000.0
V000526,C009728,Hyundai,Venue,2020,REG-V-000526,818000.0
V000527,C007855,Kia,Sonet,2024,REG-V-000527,1203000.0
V000528,C002165,Maruti Suzuki,Swift,2020,REG-V-000528,385000.0
V000529,C009270,Tata,Tiago,2014,REG-V-000529,496000.0
V000530,C009386,Maruti Suzuki,Dzire,2016,REG-V-000530,458000.0
V000531,C008068,Maruti Suzuki,Brezza,2018,REG-V-000531,435000.0
V000532,C001272,Tata,Harrier,2025,REG-V-000532,1256000.0
V000533,C001873,Maruti Suzuki,Swift,2016,REG-V-000533,323000.0
V000534,C007606,Kia,Carens,2015,REG-V-000534,783000.0
V000535,C009177,Mahindra,XUV300,2025,REG-V-000535,1551000.0
V000536,C002168,Maruti Suzuki,Ertiga,2015,REG-V-000536,410000.0
V000537,C004637,Maruti Suzuki,Brezza,2018,REG-V-000537,294000.0
V000538,C001539,Volkswagen,Taigun,2012,REG-V-000538,547000.0
V000539,C004820,Volkswagen,Polo,2019,REG-V-000539,746000.0
V000540,C006472,Maruti Suzuki,Dzire,2021,REG-V-000540,655000.0
V000541,C000194,Maruti Suzuki,Ertiga,2021,REG-V-000541,696000.0
V000542,C006474,Maruti Suzuki,Ertiga,2018,REG-V-000542,385000.0
V000543,C006446,Mahindra,Bolero,2020,REG-V-000543,735000.0
V000544,C004573,Kia,Sonet,2023,REG-V-000544,1370000.0
V000545,C009006,Volkswagen,Virtus,2013,REG-V-000545,613000.0
V000546,C001355,Volkswagen,Virtus,2020,REG-V-000546,873000.0
V000547,C000526,Mahindra,Bolero,2023,REG-V-000547,2331000.0
V000548,C005005,Kia,Sonet,2022,REG-V-000548,1503000.0
V000549,C005373,Tata,Altroz,2012,REG-V-000549,312000.0
V000550,C002674,Kia,Sonet,2017,REG-V-000550,820000.0
V000551,C009619,Maruti Suzuki,Dzire,2017,REG-V-000551,547000.0
V000552,C002554,Toyota,Innova,2023,REG-V-000552,2799000.0
V000553,C002705,Toyota,Glanza,2019,REG-V-000553,1824000.0
V000554,C008157,Kia,Sonet,2015,REG-V-000554,795000.0
V000555,C009261,Mahindra,Scorpio,2017,REG-V-000555,561000.0
V000556,C005398,Mahindra,Scorpio,2019,REG-V-000556,926000.0
V000557,C000201,Hyundai,Verna,2024,REG-V-000557,635000.0
V000558,C003559,Kia,Sonet,2013,REG-V-000558,736000.0
V000559,C002262,Toyota,Innova,2016,REG-V-000559,1491000.0
V000560,C005141,Mahindra,XUV700,2022,REG-V-000560,750000.0
V000561,C006865,Honda,Civic,2019,REG-V-000561,780000.0
V000562,C003941,Volkswagen,Virtus,2021,REG-V-000562,893000.0
V000563,C005408,Volkswagen,Taigun,2015,REG-V-000563,500000.0
V000564,C007665,Hyundai,i20,2014,REG-V-000564,546000.0
V000565,C002482,Maruti Suzuki,Dzire,2015,REG-V-000565,229000.0
V000566,C001972,Hyundai,i20,2024,REG-V-000566,673000.0
V000567,C008112,Volkswagen,Virtus,2022,REG-V-000567,1424000.0
V000568,C000377,Toyota,Fortuner,2021,REG-V-000568,2447000.0
V000569,C001496,Toyota,Innova,2012,REG-V-000569,494000.0
V000570,C000126,Honda,Amaze,2017,REG-V-000570,738000.0
V000571,C005590,Tata,Harrier,2018,REG-V-000571,955000.0
V000572,C006039,Volkswagen,Taigun,2016,REG-V-000572,782000.0
V000573,C005355,Honda,Civic,2015,REG-V-000573,389000.0
V000574,C004162,Volkswagen,Polo,2020,REG-V-000574,930000.0
V000575,C005335,Mahindra,Scorpio,2024,REG-V-000575,1274000.0
V000576,C001947,Toyota,Innova,2012,REG-V-000576,1128000.0
V000577,C008311,Kia,Seltos,2019,REG-V-000577,1029000.0
V000578,C009807,Tata,Altroz,2020,REG-V-000578,938000.0
V000579,C005443,Kia,Carens,2021,REG-V-000579,782000.0
V000580,C003752,Honda,Amaze,2013,REG-V-000580,494000.0
V000581,C007979,Honda,Amaze,2021,REG-V-000581,1023000.0
V000582,C001934,Volkswagen,Virtus,2018,REG-V-000582,1084000.0
V000583,C003191,Maruti Suzuki,Ertiga,2012,REG-V-000583,286000.0
V000584,C009420,Mahindra,XUV300,2015,REG-V-000584,781000.0
V000585,C001872,Kia,Seltos,2017,REG-V-000585,1013000.0
V000586,C001119,Toyota,Fortuner,2019,REG-V-000586,847000.0
V000587,C005505,Hyundai,i20,2019,REG-V-000587,555000.0
V000588,C005917,Kia,Seltos,2019,REG-V-000588,1175000.0
V000589,C006008,Toyota,Innova,2018,REG-V-000589,782000.0
V000590,C001641,Mahindra,XUV300,2022,REG-V-000590,797000.0
V000591,C007266,Tata,Punch,2013,REG-V-000591,584000.0
V000592,C002441,Tata,Nexon,2019,REG-V-000592,991000.0
V000593,C009493,Honda,Amaze,2017,REG-V-000593,733000.0
V000594,C002301,Kia,Sonet,2018,REG-V-000594,983000.0
V000595,C000183,Tata,Punch,2018,REG-V-000595,946000.0
V000596,C005732,Volkswagen,Virtus,2013,REG-V-000596,700000.0
V000597,C002036,Volkswagen,Polo,2015,REG-V-000597,746000.0
V000598,C006324,Mahindra,Bolero,2015,REG-V-000598,440000.0
V000599,C002311,Tata,Altroz,2015,REG-V-000599,468000.0
V000600,C004305,Honda,Civic,2022,REG-V-000600,900000.0
V000601,C001789,Tata,Nexon,2024,REG-V-000601,1281000.0
V000602,C004315,Volkswagen,Polo,2021,REG-V-000602,942000.0
V000603,C001370,Honda,Civic,2018,REG-V-000603,604000.0
V000604,C003375,Hyundai,Creta,2016,REG-V-000604,614000.0
V000605,C002000,Honda,City,2019,REG-V-000605,879000.0
V000606,C008209,Tata,Tiago,2021,REG-V-000606,565000.0
V000607,C007348,Maruti Suzuki,Ertiga,2012,REG-V-000607,248000.0
V000608,C001666,Honda,Civic,2013,REG-V-000608,656000.0
V000609,C000845,Kia,Carens,2014,REG-V-000609,482000.0
V000610,C000274,Maruti Suzuki,Dzire,2013,REG-V-000610,289000.0
V000611,C002290,Honda,Civic,2023,REG-V-000611,1522000.0
V000612,C004837,Maruti Suzuki,Dzire,2017,REG-V-000612,324000.0
V000613,C004015,Mahindra,XUV700,2025,REG-V-000613,2376000.0
V000614,C009709,Hyundai,Creta,2018,REG-V-000614,794000.0
V000615,C007985,Maruti Suzuki,Baleno,2014,REG-V-000615,262000.0
V000616,C000793,Tata,Harrier,2018,REG-V-000616,402000.0
V000617,C001585,Hyundai,i20,2023,REG-V-000617,1085000.0
V000618,C000282,Volkswagen,Polo,2012,REG-V-000618,639000.0
V000619,C001388,Volkswagen,Virtus,2017,REG-V-000619,1030000.0
V000620,C005341,Kia,Seltos,2012,REG-V-000620,754000.0
V000621,C000782,Honda,City,2014,REG-V-000621,534000.0
V000622,C000624,Tata,Altroz,2022,REG-V-000622,627000.0
V000623,C001179,Volkswagen,Polo,2019,REG-V-000623,794000.0
V000624,C006744,Tata,Nexon,2016,REG-V-000624,363000.0
V000625,C000205,Honda,Civic,2014,REG-V-000625,658000.0
V000626,C009694,Kia,Sonet,2013,REG-V-000626,349000.0
V000627,C003816,Hyundai,Venue,2024,REG-V-000627,1132000.0
V000628,C003356,Toyota,Innova,2013,REG-V-000628,1188000.0
V000629,C004787,Toyota,Fortuner,2018,REG-V-000629,1406000.0
V000630,C005212,Tata,Tiago,2012,REG-V-000630,300000.0
V000631,C004216,Maruti Suzuki,Brezza,2012,REG-V-000631,191000.0
V000632,C004900,Toyota,Glanza,2016,REG-V-000632,756000.0
V000633,C003390,Mahindra,XUV300,2016,REG-V-000633,873000.0
V000634,C003202,Kia,Carens,2025,REG-V-000634,1309000.0
V000635,C000291,Honda,Civic,2016,REG-V-000635,787000.0
V000636,C006762,Honda,Amaze,2024,REG-V-000636,1213000.0
V000637,C006219,Tata,Nexon,2013,REG-V-000637,331000.0
V000638,C006738,Hyundai,i10,2015,REG-V-000638,415000.0
V000639,C009431,Toyota,Fortuner,2020,REG-V-000639,2389000.0
V000640,C004770,Maruti Suzuki,Brezza,2012,REG-V-000640,204000.0
V000641,C008875,Toyota,Innova,2022,REG-V-000641,1769000.0
V000642,C004457,Volkswagen,Polo,2014,REG-V-000642,365000.0
V000643,C004815,Maruti Suzuki,Baleno,2016,REG-V-000643,373000.0
V000644,C006373,Volkswagen,Polo,2016,REG-V-000644,602000.0
V000645,C002179,Tata,Nexon,2019,REG-V-000645,682000.0
V000646,C002194,Toyota,Fortuner,2022,REG-V-000646,1325000.0
V000647,C005131,Mahindra,XUV700,2016,REG-V-000647,1039000.0
V000648,C000711,Toyota,Fortuner,2018,REG-V-000648,1822000.0
V000649,C002391,Hyundai,i10,2021,REG-V-000649,754000.0
V000650,C007996,Volkswagen,Virtus,2024,REG-V-000650,1558000.0
V000651,C004675,Volkswagen,Virtus,2012,REG-V-000651,323000.0
V000652,C000282,Toyota,Fortuner,2019,REG-V-000652,1984000.0
V000653,C000630,Tata,Tiago,2018,REG-V-000653,1001000.0
V000654,C009230,Honda,Amaze,2014,REG-V-000654,650000.0
V000655,C009573,Hyundai,Venue,2024,REG-V-000655,1083000.0
V000656,C006460,Mahindra,XUV700,2025,REG-V-000656,930000.0
V000657,C001852,Tata,Harrier,2025,REG-V-000657,756000.0
V000658,C003688,Volkswagen,Polo,2019,REG-V-000658,940000.0
V000659,C003041,Tata,Tiago,2019,REG-V-000659,560000.0
V000660,C007928,Volkswagen,Virtus,2021,REG-V-000660,1129000.0
V000661,C005403,Toyota,Fortuner,2020,REG-V-000661,1279000.0
V000662,C007870,Hyundai,i20,2019,REG-V-000662,432000.0
V000663,C003610,Kia,Carens,2018,REG-V-000663,1182000.0
V000664,C008742,Hyundai,Creta,2024,REG-V-000664,1122000.0
V000665,C004318,Kia,Carens,2015,REG-V-000665,753000.0
V000666,C004193,Volkswagen,Virtus,2020,REG-V-000666,964000.0
V000667,C004929,Maruti Suzuki,Brezza,2013,REG-V-000667,274000.0
V000668,C005961,Mahindra,Scorpio,2019,REG-V-000668,821000.0
V000669,C008992,Honda,Civic,2019,REG-V-000669,564000.0
V000670,C004604,Volkswagen,Polo,2013,REG-V-000670,731000.0
V000671,C009337,Honda,City,2020,REG-V-000671,925000.0
V000672,C003953,Mahindra,Scorpio,2019,REG-V-000672,680000.0
V000673,C003227,Kia,Seltos,2021,REG-V-000673,1008000.0
V000674,C002935,Toyota,Glanza,2023,REG-V-000674,3112000.0
V000675,C000224,Hyundai,i10,2017,REG-V-000675,573000.0
V000676,C008538,Honda,City,2014,REG-V-000676,558000.0
V000677,C000802,Honda,Amaze,2017,REG-V-000677,784000.0
V000678,C003330,Kia,Seltos,2014,REG-V-000678,502000.0
V000679,C002523,Hyundai,Verna,2016,REG-V-000679,457000.0
V000680,C007511,Kia,Sonet,2021,REG-V-000680,816000.0
V000681,C009361,Honda,Civic,2023,REG-V-000681,1393000.0
V000682,C008214,Toyota,Glanza,2017,REG-V-000682,1841000.0
V000683,C003185,Volkswagen,Taigun,2013,REG-V-000683,546000.0
V000684,C004582,Hyundai,Verna,2015,REG-V-000684,573000.0
V000685,C002492,Hyundai,Verna,2014,REG-V-000685,340000.0
V000686,C009273,Honda,Civic,2023,REG-V-000686,1462000.0
V000687,C001185,Mahindra,Bolero,2013,REG-V-000687,505000.0
V000688,C009528,Mahindra,XUV300,2016,REG-V-000688,1212000.0
V000689,C008182,Tata,Altroz,2019,REG-V-000689,707000.0
V000690,C007165,Maruti Suzuki,Ertiga,2017,REG-V-000690,322000.0
V000691,C007809,Toyota,Glanza,2018,REG-V-000691,1130000.0
V000692,C003386,Hyundai,Venue,2023,REG-V-000692,684000.0
V000693,C002944,Hyundai,Creta,2024,REG-V-000693,893000.0
V000694,C003821,Mahindra,Scorpio,2017,REG-V-000694,982000.0
V000695,C001814,Tata,Tiago,2021,REG-V-000695,532000.0
V000696,C007528,Kia,Sonet,2019,REG-V-000696,1076000.0
V000697,C004787,Kia,Seltos,2016,REG-V-000697,755000.0
V000698,C008915,Tata,Tiago,2017,REG-V-000698,851000.0
V000699,C008836,Tata,Nexon,2016,REG-V-000699,756000.0
V000700,C001554,Maruti Suzuki,Brezza,2024,REG-V-000700,668000.0
V000701,C002210,Kia,Carens,2014,REG-V-000701,431000.0
V000702,C004122,Kia,Sonet,2021,REG-V-000702,1347000.0
V000703,C001186,Tata,Punch,2022,REG-V-000703,1373000.0
V000704,C006929,Volkswagen,Taigun,2018,REG-V-000704,555000.0
V000705,C007438,Volkswagen,Taigun,2019,REG-V-000705,656000.0
V000706,C007268,Toyota,Innova,2022,REG-V-000706,2330000.0
V000707,C004740,Tata,Nexon,2020,REG-V-000707,1097000.0
V000708,C008470,Tata,Altroz,2025,REG-V-000708,1027000.0
V000709,C006101,Mahindra,XUV700,2023,REG-V-000709,1557000.0
V000710,C009942,Tata,Nexon,2016,REG-V-000710,600000.0
V000711,C008201,Mahindra,XUV700,2012,REG-V-000711,877000.0
V000712,C007279,Kia,Sonet,2022,REG-V-000712,1010000.0
V000713,C001232,Mahindra,Bolero,2019,REG-V-000713,1008000.0
V000714,C008366,Tata,Tiago,2021,REG-V-000714,1169000.0
V000715,C003042,Maruti Suzuki,Brezza,2017,REG-V-000715,452000.0
V000716,C004207,Hyundai,i20,2015,REG-V-000716,500000.0
V000717,C004665,Kia,Sonet,2023,REG-V-000717,1769000.0
V000718,C003293,Kia,Carens,2016,REG-V-000718,913000.0
V000719,C001087,Toyota,Glanza,2023,REG-V-000719,2142000.0
V000720,C002004,Toyota,Glanza,2016,REG-V-000720,778000.0
V000721,C008094,Honda,City,2023,REG-V-000721,937000.0
V000722,C006560,Mahindra,Bolero,2018,REG-V-000722,1451000.0
V000723,C009449,Honda,Civic,2022,REG-V-000723,1275000.0
V000724,C008262,Hyundai,Verna,2015,REG-V-000724,554000.0
V000725,C004039,Tata,Nexon,2018,REG-V-000725,964000.0
V000726,C007935,Hyundai,i20,2015,REG-V-000726,330000.0
V000727,C005810,Toyota,Innova,2020,REG-V-000727,2263000.0
V000728,C002850,Tata,Tiago,2014,REG-V-000728,217000.0
V000729,C009753,Hyundai,i10,2024,REG-V-000729,685000.0
V000730,C009315,Tata,Punch,2012,REG-V-000730,588000.0
V000731,C001119,Toyota,Fortuner,2014,REG-V-000731,981000.0
V000732,C008433,Toyota,Innova,2019,REG-V-000732,1968000.0
V000733,C000792,Volkswagen,Taigun,2016,REG-V-000733,861000.0
V000734,C009320,Mahindra,XUV300,2012,REG-V-000734,634000.0
V000735,C006285,Volkswagen,Virtus,2017,REG-V-000735,552000.0
V000736,C001665,Hyundai,i20,2013,REG-V-000736,335000.0
V000737,C008219,Toyota,Glanza,2016,REG-V-000737,1245000.0
V000738,C005191,Maruti Suzuki,Ertiga,2012,REG-V-000738,300000.0
V000739,C000618,Honda,City,2025,REG-V-000739,1291000.0
V000740,C008049,Hyundai,Venue,2015,REG-V-000740,411000.0
V000741,C007953,Mahindra,Bolero,2014,REG-V-000741,726000.0
V000742,C004854,Volkswagen,Virtus,2019,REG-V-000742,965000.0
V000743,C007370,Mahindra,Scorpio,2023,REG-V-000743,1656000.0
V000744,C000415,Toyota,Fortuner,2018,REG-V-000744,1820000.0
V000745,C003163,Mahindra,Scorpio,2023,REG-V-000745,1772000.0
V000746,C006776,Maruti Suzuki,Dzire,2023,REG-V-000746,808000.0
V000747,C002325,Tata,Punch,2015,REG-V-000747,710000.0
V000748,C004525,Mahindra,XUV700,2013,REG-V-000748,663000.0
V000749,C009353,Tata,Punch,2024,REG-V-000749,881000.0
V000750,C008318,Kia,Carens,2022,REG-V-000750,865000.0
V000751,C005619,Toyota,Innova,2018,REG-V-000751,1051000.0
V000752,C005813,Maruti Suzuki,Swift,2023,REG-V-000752,493000.0
V000753,C008929,Volkswagen,Polo,2014,REG-V-000753,472000.0
V000754,C008661,Kia,Seltos,2020,REG-V-000754,676000.0
V000755,C000895,Volkswagen,Taigun,2014,REG-V-000755,353000.0
V000756,C004695,Toyota,Fortuner,2020,REG-V-000756,1441000.0
V000757,C001918,Tata,Punch,2020,REG-V-000757,811000.0
V000758,C000848,Honda,Civic,2020,REG-V-000758,701000.0
V000759,C002909,Volkswagen,Taigun,2014,REG-V-000759,609000.0
V000760,C006151,Maruti Suzuki,Dzire,2014,REG-V-000760,269000.0
V000761,C008006,Maruti Suzuki,Dzire,2012,REG-V-000761,341000.0
V000762,C009165,Mahindra,Scorpio,2019,REG-V-000762,1582000.0
V000763,C004245,Kia,Carens,2022,REG-V-000763,1026000.0
V000764,C004238,Volkswagen,Taigun,2012,REG-V-000764,616000.0
V000765,C001524,Honda,City,2016,REG-V-000765,407000.0
V000766,C001959,Kia,Sonet,2022,REG-V-000766,773000.0
V000767,C001038,Mahindra,XUV300,2012,REG-V-000767,423000.0
V000768,C009761,Mahindra,Scorpio,2019,REG-V-000768,1144000.0
V000769,C001276,Hyundai,i10,2017,REG-V-000769,604000.0
V000770,C007634,Toyota,Innova,2016,REG-V-000770,1392000.0
V000771,C003161,Tata,Nexon,2012,REG-V-000771,465000.0
V000772,C005403,Volkswagen,Virtus,2023,REG-V-000772,1534000.0
V000773,C008780,Volkswagen,Polo,2018,REG-V-000773,691000.0
V000774,C009395,Tata,Altroz,2015,REG-V-000774,245000.0
V000775,C002424,Kia,Carens,2019,REG-V-000775,1026000.0
